polarities
-0.125
0.1
0.1
-0.125
-0.125
0.23611111111111108
0.0
0.0
0.5
0.625
0.0
0.0
0.5
-0.275
0.0
0.1
-0.4
-0.1
-0.1
-0.275
-0.4571428571428572
-0.275
-0.275
-0.275
-0.275
0.0
-0.275
-0.275
0.8
-0.275
0.0
0.0
1.0
0.0
-0.03571428571428571
0.5
0.5
0.09999999999999998
0.0
0.5
0.0
0.0
0.15625
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.25
0.08333333333333333
0.0
0.1
0.1
0.1
0.1
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.5
-0.12976190476190474
0.5
0.0
0.0
